Time(ms),AccelX,AccelY,AccelZ,label
23428.018,0.876,-0.46,9.75,3
23568.009,0.934,-0.666,9.888,3
23707.965,0.979,-0.702,9.838,3
23846.989,0.957,-0.381,9.66,3
23987.006,0.863,-0.598,9.778,3
24125.995,0.986,-0.702,9.764,3
24272.031,0.971,-0.702,9.773,3
24412.018,0.917,-0.559,9.814,3
24550.962,0.928,-0.351,9.869,3
24690.98,0.86,-0.734,9.719,3
24831.045,0.807,-0.521,9.602,3
24970.001,0.951,-0.53,9.889,3
25109.983,0.893,-0.629,9.856,3
25250.005,0.999,-0.719,10.005,3
25394.03,0.899,-0.542,9.608,3
25533.993,0.89,-0.667,9.716,3
25673.014,0.937,-0.717,9.894,3
25812.994,0.963,-0.549,10.116,3
25952.999,0.936,-0.389,10.034,3
26092.006,0.919,-0.634,10.1,3
26231.976,0.939,-0.626,9.975,3
26372.014,0.978,-0.661,9.942,3
26511.021,0.981,-0.616,9.799,3
26655.995,0.949,-0.603,9.923,3
26795.033,0.908,-0.732,9.91,3
26935.032,1.0,-0.719,9.693,3
27075.0,0.971,-0.693,9.933,3
27214.011,0.908,-0.79,9.719,3
27354.006,0.956,-0.677,9.713,3
27493.997,0.911,-0.868,9.915,3
27632.988,0.966,-0.53,9.804,3
27779.029,0.918,-0.686,9.908,3
27918.032,0.949,-0.851,9.948,3
28058.0,0.893,-0.67,9.737,3
28197.989,1.016,-0.551,10.003,3
28336.987,0.982,-0.611,10.037,3
28477.044,0.961,-0.546,9.886,3
28617.039,0.895,-0.619,9.877,3
28756.014,0.857,-0.68,9.959,3
28896.017,0.879,-0.652,9.961,3
29040.994,0.762,-0.649,9.792,3
29180.956,0.815,-0.678,9.869,3
29320.952,0.879,-0.625,9.92,3
29460.038,0.895,-0.718,9.774,3
29599.975,0.904,-0.641,9.733,3
29739.999,0.909,-0.718,9.941,3
29879.02,0.923,-0.727,10.046,3
30018.982,0.956,-0.721,10.079,3
30164.03,0.872,-0.644,9.816,3
30303.007,0.93,-0.597,9.896,3
30442.983,0.914,-0.742,9.969,3
30582.968,0.821,-0.563,10.004,3
30721.986,0.902,-0.964,9.722,3
30862.007,0.992,-0.331,9.718,3
31000.964,0.857,-0.641,9.822,3
31141.028,0.832,-0.469,9.843,3
31280.995,0.856,-0.628,9.893,3
31425.998,0.825,-0.666,9.743,3
31566.004,0.812,-0.462,9.646,3
31706.017,0.809,-0.474,9.676,3
31845.011,0.931,-0.473,9.707,3
31985.02,0.819,-0.509,9.43,3
32125.01,0.859,-0.591,9.79,3
32263.986,0.764,-0.825,10.253,3
32403.971,0.668,-0.51,9.918,3
32542.999,0.834,-0.557,9.464,3
32688.023,0.906,-0.661,9.987,3
32828.013,0.923,-0.271,10.23,3
32966.976,0.886,-0.301,9.726,3
33107.003,0.918,-0.653,9.894,3
3161.011,0.076,0.151,9.904,3
3297.019,-0.004,-0.07,9.913,3
3433.992,0.036,0.278,9.782,3
3570.974,0.042,0.136,10.011,3
3708.02,-0.029,0.271,10.107,3
3843.981,0.013,0.083,10.112,3
3981.055,-0.112,-0.006,9.727,3
4118.009,-0.037,-0.108,10.025,3
4261.013,-0.058,0.283,9.861,3
4399.004,-0.094,0.054,10.07,3
4536.03,-0.07,-0.063,10.096,3
4672.009,-0.09,0.151,9.891,3
4809.014,-0.012,0.161,9.784,3
4945.999,0.029,0.022,9.776,3
5081.986,0.033,0.061,9.962,3
5217.014,0.016,0.026,9.801,3
5353.017,-0.055,0.119,10.046,3
5493.976,-0.034,-0.077,10.053,3
5630.018,0.131,0.144,10.261,3
5766.011,0.104,0.118,9.764,3
5901.984,0.144,0.071,9.894,3
6038.035,0.041,-0.034,10.216,3
6172.982,0.07,0.065,9.828,3
6308.999,0.313,-0.059,9.837,3
6445.005,0.219,-0.065,9.824,3
6586.004,0.197,-0.206,10.173,3
6722.001,0.271,-0.167,9.841,3
6857.999,0.248,-0.007,9.773,3
6994.002,0.272,-0.056,9.612,3
7129.009,0.365,-0.314,10.493,3
7264.987,0.332,0.158,9.255,3
7400.997,0.35,-0.226,10.192,3
7536.987,0.339,-0.369,9.819,3
7672.001,0.289,0.111,9.661,3
7813.977,0.345,0.147,9.848,3
7950.019,0.434,-0.126,10.003,3
8085.011,0.44,0.218,10.097,3
8221.015,0.522,-0.162,9.847,3
8357.013,0.439,0.046,9.744,3
8493.009,0.485,-0.028,9.884,3
8627.995,0.458,0.194,9.768,3
8764.004,0.451,0.004,9.949,3
8899.986,0.526,-0.084,10.111,3
9040.995,0.464,0.062,9.814,3
9175.999,0.476,-0.417,9.876,3
9312.003,0.442,-0.261,9.953,3
9447.998,0.478,-0.065,10.192,3
9583.01,0.463,-0.35,9.739,3
9719.033,0.439,-0.153,9.733,3
9855.006,0.592,-0.065,10.087,3
9990.997,0.577,-0.071,10.119,3
10126.042,0.432,-0.06,9.729,3
10266.989,0.601,-0.259,9.746,3
10403.003,0.564,-0.245,9.958,3
10539.0,0.518,-0.371,10.076,3
10674.024,0.546,-0.27,9.93,3
10809.968,0.54,-0.17,9.945,3
10945.998,0.496,-0.186,9.874,3
11082.023,0.56,-0.109,10.116,3
11216.966,0.437,-0.429,9.94,3
11357.98,0.616,-0.205,10.014,3
11494.027,0.632,-0.101,9.991,3
11629.016,0.582,-0.01,9.803,3
11765.004,0.559,-0.145,10.056,3
2739.002,9.7,0.914,0.307,4
2874.961,9.672,1.049,0.692,4
3012.035,9.773,1.001,0.522,4
3148.987,9.678,0.737,0.518,4
3285.99,9.684,0.82,0.555,4
3421.992,9.65,0.805,0.559,4
3559.017,9.71,0.956,0.593,4
3695.995,9.716,0.967,0.632,4
3838.96,9.714,0.971,0.754,4
3975.977,9.723,0.91,0.752,4
4113.979,9.709,0.892,0.605,4
4249.956,9.683,0.848,0.725,4
4387.013,9.663,0.822,0.623,4
4524.0,9.703,0.861,0.67,4
4659.978,9.75,0.949,0.806,4
4794.981,9.729,0.822,0.802,4
4931.042,9.699,0.802,0.756,4
5066.988,9.71,0.773,0.824,4
5198.981,9.657,0.749,0.582,4
5334.018,9.631,0.839,0.548,4
5469.978,9.697,0.851,0.73,4
5605.975,9.775,0.972,0.752,4
5742.01,9.751,0.927,0.695,4
5877.031,9.689,0.812,0.643,4
6012.998,9.631,0.753,0.701,4
6149.027,9.76,0.822,0.748,4
6284.985,9.683,0.766,0.842,4
6426.019,9.663,0.937,0.672,4
6562.015,9.56,0.671,0.559,4
6697.999,9.792,0.712,0.76,4
6833.007,9.627,0.815,0.813,4
6968.986,9.69,0.812,0.669,4
7104.994,9.671,0.681,0.89,4
7240.999,9.719,0.807,0.842,4
7375.998,9.68,0.85,0.907,4
7511.979,9.671,0.884,0.865,4
7653.013,9.743,0.863,0.905,4
7789.004,9.669,0.803,0.76,4
7924.023,9.715,0.771,0.784,4
8060.019,9.768,0.897,0.856,4
8196.036,9.748,0.793,0.939,4
8331.994,9.739,0.857,0.82,4
8467.024,9.682,0.727,0.821,4
8602.987,9.707,0.784,0.909,4
8738.999,9.625,0.702,0.726,4
8879.003,9.663,0.774,0.83,4
9014.98,9.671,0.749,0.873,4
9150.987,9.741,0.817,0.894,4
9286.963,9.74,0.794,0.841,4
9421.995,9.725,0.824,0.901,4
9558.015,9.749,0.787,0.919,4
9694.007,9.755,0.809,0.858,4
9830.027,9.661,0.658,0.878,4
9964.988,9.655,0.79,0.901,4
10106.005,9.71,0.82,0.969,4
10241.998,9.688,0.819,0.947,4
10377.027,9.652,0.686,0.682,4
10512.988,9.71,0.707,0.886,4
10649.004,9.794,0.843,0.948,4
10785.02,9.66,0.731,0.949,4
10920.054,9.723,0.845,0.847,4
11055.995,9.685,0.938,0.873,4
11197.013,9.597,0.777,0.925,4
11332.999,9.715,1.014,0.995,4
11468.014,9.709,0.916,0.947,4
11603.984,9.605,0.703,0.892,4
11740.004,9.672,0.961,0.673,4
11874.993,9.511,0.621,0.654,4
12010.971,9.648,0.738,0.794,4
12147.024,9.646,0.713,1.008,4
12283.015,9.754,0.865,0.932,4
12422.961,9.7,0.883,0.862,4
12559.011,9.555,0.531,0.91,4
12695.025,9.904,0.958,0.8,4
12831.015,9.67,0.702,0.95,4
12966.019,9.633,0.699,0.862,4
13101.963,9.725,0.839,0.922,4
13237.974,9.672,0.83,1.038,4
13374.017,9.664,0.809,1.016,4
13508.998,9.622,0.958,0.546,4
13650.021,9.689,0.804,0.895,4
13785.991,9.68,0.785,1.012,4
13921.029,9.604,0.716,0.778,4
14056.989,9.662,0.708,1.023,4
14193.02,9.7,0.732,0.995,4
14329.041,9.701,0.806,0.967,4
14464.019,9.752,0.786,1.033,4
14600.007,9.681,0.712,0.997,4
14735.984,9.679,0.756,0.909,4
14877.024,9.65,0.767,1.02,4
15013.008,9.661,0.704,1.085,4
15149.017,9.766,0.8,1.092,4
15284.998,9.698,0.772,1.054,4
15419.99,9.614,0.698,0.961,4
15556.0,9.717,0.773,1.04,4
15691.979,9.651,0.708,1.047,4
15828.016,9.818,1.047,0.892,4
15962.995,9.753,0.682,1.154,4
16104.028,9.731,0.774,1.131,4
16240.027,9.666,0.827,1.014,4
16374.999,9.657,0.734,0.904,4
16511.016,9.715,0.695,1.1,4
16646.997,9.676,0.755,0.899,4
16782.991,9.614,0.748,0.929,4
16917.988,9.661,0.729,0.924,4
17054.037,9.689,0.688,1.12,4
17189.999,9.657,0.704,1.074,4
17331.036,9.735,0.836,1.09,4
17466.02,9.713,0.769,1.055,4
17602.01,9.614,0.72,1.068,4
17738.01,9.659,0.698,1.107,4
17873.993,9.695,0.792,1.138,4
18009.026,9.702,0.774,1.096,4
18145.026,9.668,0.755,1.019,4
18280.998,9.666,0.732,1.095,4
18421.002,9.65,0.695,1.031,4
18557.007,9.693,0.629,1.132,4
18692.992,9.683,0.67,1.113,4
18828.982,9.785,0.717,1.245,4
18964.0,9.668,0.773,1.059,4
19105.987,9.62,0.744,0.97,4
19241.991,9.781,0.873,1.16,4
19377.008,9.656,0.826,1.062,4
19513.01,9.565,0.679,0.998,4
19654.048,9.688,0.758,1.014,4
19790.015,9.697,0.848,1.276,4
19924.983,9.715,0.824,1.089,4
20061.031,9.673,0.744,1.085,4
20204.0,9.684,0.774,1.081,4
20338.99,9.728,0.88,1.108,4
20474.975,9.668,0.754,1.121,4
20611.017,9.734,0.93,1.148,4
20746.956,9.686,0.81,0.991,4
20888.015,9.662,0.832,1.03,4
21023.983,9.595,0.764,1.082,4
21159.999,9.693,0.773,1.079,4
21294.992,9.683,0.751,1.035,4
21430.998,9.728,0.773,1.214,4
21566.97,9.679,0.797,0.941,4
21703.001,9.606,0.745,0.842,4
21837.997,9.676,0.816,0.985,4
21974.013,9.708,0.928,1.05,4
22130.01,9.706,0.855,1.12,4
22269.982,9.641,0.807,1.09,4
22409.985,9.644,0.816,1.069,4
22549.001,9.713,0.796,1.045,4
22689.024,9.716,0.785,1.303,4
22829.011,9.743,0.707,1.308,4
22967.975,9.695,0.759,1.042,4
23108.011,9.71,0.858,1.209,4
23248.021,9.674,0.747,1.266,4
23392.958,9.623,0.709,1.098,4
23532.986,9.649,0.783,0.97,4
23671.98,9.665,0.758,1.126,4
23811.968,9.731,0.768,1.227,4
23952.013,9.751,0.827,1.248,4
24091.002,9.634,0.778,1.181,4
24231.012,9.726,0.897,1.088,4
24371.005,9.602,0.675,0.918,4
24515.004,9.683,0.81,0.977,4
24655.013,9.693,0.827,1.065,4
24793.982,9.7,0.773,1.238,4
24933.994,9.714,0.813,1.15,4
25073.981,9.677,0.759,1.118,4
25212.977,9.643,0.76,1.084,4
25352.972,9.698,0.749,1.238,4
25493.066,9.716,0.792,1.2,4
25631.998,9.723,0.776,1.332,4
25777.017,9.659,0.77,1.156,4
25915.994,9.741,0.758,1.112,4
26056.011,9.726,0.815,1.068,4
26195.979,9.583,0.564,1.049,4
26334.994,9.828,0.93,1.173,4
26474.986,9.541,0.447,0.966,4
26614.978,9.752,0.587,1.127,4
26754.023,9.716,0.557,1.329,4
26894.02,9.794,0.709,1.04,4
27040.022,9.626,0.563,0.915,4
27179.007,9.768,0.568,1.127,4
27319.019,9.686,0.51,0.811,4
27457.972,9.609,0.453,0.94,4
27597.989,9.78,0.784,1.144,4
27737.975,9.807,0.84,1.117,4
27876.994,9.665,0.728,1.145,4
28016.996,9.715,0.667,0.997,4
28156.999,9.773,0.601,1.153,4
28302.029,9.659,0.518,1.069,4
28441.987,9.702,0.652,1.153,4
28582.006,9.75,0.653,1.16,4
28720.995,9.618,0.579,1.116,4
28861.044,9.705,0.654,1.116,4
28999.987,9.656,0.574,1.153,4
29140.031,9.715,0.566,1.029,4
29279.955,9.62,0.555,1.078,4
29419.02,9.687,0.744,1.187,4
29564.992,9.613,0.775,1.043,4
29705.038,9.762,0.668,1.185,4
29844.012,9.733,0.689,1.187,4
29983.992,9.58,0.563,0.905,4
30123.978,9.716,0.618,0.969,4
30263.021,9.695,0.673,1.103,4
30402.977,9.769,0.725,1.206,4
30541.976,9.743,0.802,1.236,4
30688.006,9.747,0.809,1.08,4
30828.043,9.742,0.747,1.195,4
30967.021,9.646,0.537,0.704,4
31108.024,9.613,0.395,0.922,4
31247.946,9.77,0.671,1.123,4
31387.013,9.752,0.919,1.141,4
31526.984,9.904,1.016,1.019,4
31665.979,9.25,-0.022,1.391,4
31805.987,9.89,0.623,1.235,4
31951.006,9.726,0.921,1.24,4
32089.987,9.61,0.818,1.033,4
32229.997,9.636,0.665,1.243,4
32369.962,9.755,0.938,1.188,4
32509.016,9.737,0.981,1.183,4
32648.994,9.621,0.61,0.709,4
2739.059,9.671,0.898,0.279,4
2874.996,9.668,1.07,0.627,4
3012.011,9.751,1.008,0.506,4
3149.0,9.659,0.704,0.544,4
3285.985,9.686,0.787,0.565,4
3422.004,9.645,0.793,0.581,4
3558.956,9.679,0.949,0.626,4
3695.981,9.693,0.924,0.618,4
3839.023,9.727,0.942,0.795,4
3975.971,9.713,0.904,0.706,4
4114.013,9.672,0.896,0.621,4
4250.053,9.688,0.861,0.708,4
4386.944,9.68,0.801,0.572,4
4524.0,9.706,0.844,0.66,4
4660.028,9.746,0.946,0.804,4
4794.998,9.652,0.793,0.823,4
4930.988,9.681,0.828,0.768,4
5066.969,9.727,0.748,0.821,4
5199.035,9.697,0.795,0.669,4
5333.987,9.642,0.781,0.549,4
5470.008,9.704,0.874,0.743,4
5606.018,9.725,0.931,0.743,4
5742.014,9.757,0.931,0.724,4
5876.989,9.644,0.802,0.648,4
6013.009,9.646,0.722,0.701,4
6149.008,9.789,0.842,0.772,4
6285.021,9.704,0.771,0.861,4
6426.013,9.691,0.973,0.681,4
6561.978,9.604,0.701,0.54,4
6698.022,9.842,0.715,0.733,4
6832.987,9.659,0.821,0.764,4
6969.002,9.702,0.858,0.648,4
7105.001,9.707,0.71,0.87,4
7240.992,9.733,0.808,0.832,4
7375.986,9.69,0.864,0.897,4
7511.953,9.692,0.849,0.91,4
7653.025,9.702,0.864,0.904,4
7788.965,9.713,0.777,0.774,4
7923.967,9.642,0.828,0.778,4
8059.944,9.737,0.852,0.844,4
8195.976,9.716,0.791,0.991,4
8332.016,9.68,0.816,0.783,4
8466.977,9.705,0.699,0.743,4
8603.03,9.699,0.778,0.888,4
8738.969,9.623,0.721,0.76,4
8879.008,9.685,0.733,0.787,4
9014.952,9.705,0.845,0.865,4
9151.018,9.717,0.777,0.906,4
9287.015,9.721,0.782,0.851,4
9422.003,9.705,0.782,0.932,4
9558.005,9.715,0.777,0.919,4
9693.961,9.748,0.769,0.837,4
9830.005,9.666,0.651,0.877,4
9965.026,9.666,0.771,0.919,4
10105.992,9.709,0.825,0.964,4
10242.01,9.714,0.838,0.94,4
10377.032,9.66,0.678,0.715,4
10513.006,9.725,0.709,0.925,4
10648.982,9.746,0.846,0.933,4
10785.005,9.623,0.711,0.912,4
10920.005,9.71,0.812,0.844,4
11055.977,9.704,0.919,0.876,4
11197.006,9.596,0.742,0.962,4
11332.985,9.72,0.967,1.018,4
11467.99,9.746,0.902,0.906,4
11603.97,9.63,0.707,0.871,4
11740.018,9.635,0.957,0.675,4
11875.025,9.498,0.62,0.665,4
12011.011,9.663,0.743,0.793,4
12146.968,9.686,0.707,1.026,4
12282.996,9.765,0.908,0.951,4
12422.992,9.705,0.91,0.89,4
12559.043,9.583,0.564,0.934,4
12694.963,9.871,1.0,0.829,4
12830.986,9.653,0.641,0.939,4
12965.983,9.652,0.718,0.894,4
13101.961,9.719,0.834,0.956,4
13237.993,9.667,0.846,0.973,4
13373.996,9.724,0.812,1.016,4
13508.974,9.635,0.949,0.543,4
13650.011,9.671,0.796,0.884,4
13785.983,9.665,0.749,1.003,4
13920.973,9.625,0.743,0.795,4
14056.984,9.67,0.723,1.008,4
14192.998,9.691,0.757,0.985,4
14328.997,9.689,0.786,1.001,4
14464.007,9.72,0.758,1.04,4
14600.006,9.699,0.731,1.012,4
14736.009,9.643,0.749,0.93,4
14876.982,9.701,0.742,1.031,4
15013.008,9.677,0.768,1.066,4
15148.96,9.748,0.847,1.087,4
15285.03,9.676,0.774,1.062,4
15419.975,9.667,0.757,0.959,4
15555.993,9.73,0.752,1.053,4
15692.002,9.675,0.711,1.0,4
15828.01,9.797,1.06,0.896,4
15962.998,9.739,0.69,1.165,4
16103.987,9.747,0.776,1.133,4
16240.001,9.693,0.803,1.023,4
16374.984,9.682,0.747,0.94,4
16511.004,9.71,0.699,1.09,4
16646.998,9.616,0.778,0.873,4
16783.029,9.582,0.727,0.944,4
16918.025,9.651,0.698,0.934,4
17053.99,9.688,0.689,1.108,4
17190.009,9.613,0.676,1.01,4
17331.028,9.744,0.833,1.079,4
17465.997,9.705,0.75,1.001,4
17602.022,9.63,0.668,1.042,4
17738.032,9.682,0.709,1.055,4
17874.014,9.739,0.802,1.135,4
18009.014,9.719,0.785,1.081,4
18145.014,9.661,0.77,1.048,4
18281.032,9.672,0.724,1.095,4
18420.995,9.642,0.744,1.056,4
18556.973,9.686,0.641,1.108,4
18693.018,9.702,0.662,1.143,4
18829.033,9.729,0.74,1.253,4
18963.988,9.695,0.794,1.099,4
19106.01,9.663,0.762,1.022,4
19241.995,9.803,0.829,1.226,4
19377.007,9.646,0.843,1.05,4
19513.008,9.558,0.672,0.951,4
19654.017,9.641,0.72,1.055,4
19789.99,9.731,0.834,1.286,4
19924.977,9.688,0.808,1.123,4
20060.977,9.667,0.761,1.11,4
20203.987,9.716,0.758,1.126,4
20339.008,9.716,0.886,1.078,4
20475.021,9.71,0.786,1.122,4
20610.986,9.768,0.893,1.154,4
20747.011,9.696,0.822,0.978,4
20887.984,9.713,0.843,0.999,4
21024.006,9.62,0.754,1.087,4
21159.998,9.706,0.819,1.128,4
21294.993,9.686,0.776,1.024,4
21431.012,9.67,0.789,1.189,4
21567.001,9.681,0.732,0.963,4
21702.993,9.579,0.741,0.887,4
21837.946,9.626,0.773,1.004,4
21973.945,9.7,0.892,1.034,4
22130.024,9.724,0.848,1.121,4
22270.034,9.666,0.763,1.071,4
22409.995,9.652,0.811,1.059,4
22548.991,9.767,0.839,1.036,4
22688.996,9.735,0.787,1.262,4
22828.999,9.708,0.742,1.295,4
22968.001,9.636,0.737,1.047,4
23108.013,9.736,0.862,1.203,4
23248.014,9.67,0.762,1.269,4
23392.97,9.605,0.703,1.108,4
23533.036,9.72,0.829,0.918,4
23671.999,9.632,0.734,1.115,4
23812.042,9.757,0.787,1.263,4
23951.991,9.745,0.819,1.192,4
24090.975,9.659,0.815,1.189,4
24230.982,9.728,0.883,1.112,4
24371.042,9.627,0.696,0.932,4
24514.963,9.657,0.754,1.034,4
24655.003,9.657,0.83,1.096,4
24793.975,9.702,0.777,1.24,4
24934.001,9.748,0.787,1.192,4
25073.98,9.687,0.78,1.108,4
25213.013,9.674,0.763,1.123,4
25352.992,9.754,0.75,1.219,4
25493.022,9.754,0.785,1.239,4
25631.933,9.678,0.765,1.35,4
25777.007,9.69,0.756,1.201,4
25915.99,9.698,0.742,1.077,4
26056.001,9.687,0.81,1.058,4
26196.017,9.59,0.544,1.039,4
26335.019,9.836,0.906,1.153,4
26475.03,9.549,0.463,0.966,4
26614.975,9.761,0.614,1.101,4
26754.028,9.678,0.577,1.335,4
26893.997,9.767,0.746,1.027,4
27039.987,9.691,0.587,0.94,4
27178.985,9.752,0.564,1.087,4
27318.99,9.69,0.538,0.791,4
27457.996,9.619,0.411,0.933,4
27598.01,9.747,0.731,1.256,4
27738.005,9.811,0.822,1.134,4
27877.014,9.652,0.745,1.109,4
28016.999,9.696,0.625,1.021,4
28157.005,9.78,0.605,1.127,4
28302.017,9.658,0.503,1.101,4
28441.991,9.708,0.671,1.196,4
28581.981,9.769,0.717,1.167,4
28720.999,9.631,0.546,1.151,4
28860.979,9.668,0.658,1.128,4
29000.042,9.633,0.54,1.146,4
29139.997,9.662,0.606,1.007,4
29279.991,9.599,0.517,1.079,4
29418.982,9.691,0.719,1.208,4
29565.001,9.629,0.765,1.021,4
29705.009,9.77,0.697,1.204,4
29844.001,9.715,0.684,1.171,4
29984.011,9.589,0.563,0.907,4
30124.006,9.673,0.683,0.985,4
30262.995,9.697,0.626,1.1,4
30403.0,9.754,0.737,1.236,4
30541.994,9.722,0.762,1.229,4
30687.991,9.726,0.846,1.093,4
30828.019,9.722,0.787,1.172,4
30967.029,9.647,0.543,0.73,4
31108.01,9.636,0.404,0.921,4
31247.978,9.761,0.661,1.124,4
31387.036,9.758,0.907,1.132,4
31526.999,9.885,0.997,1.053,4
31666.001,9.261,-0.06,1.379,4
31806.001,9.879,0.671,1.216,4
31951.006,9.716,0.933,1.285,4
32089.985,9.617,0.836,1.002,4
32229.982,9.633,0.679,1.231,4
32370.021,9.757,0.938,1.247,4
32508.996,9.734,0.95,1.239,4
32648.986,9.622,0.631,0.788,4
2739.007,9.696,0.896,0.304,4
2875.026,9.652,1.073,0.652,4
3011.946,9.773,1.021,0.501,4
3148.999,9.684,0.724,0.527,4
3286.006,9.642,0.789,0.555,4
3422.013,9.58,0.807,0.557,4
3558.995,9.699,0.941,0.64,4
3695.999,9.679,0.923,0.602,4
3839.023,9.747,0.955,0.774,4
3976.012,9.705,0.949,0.721,4
4114.002,9.662,0.922,0.598,4
4249.992,9.679,0.817,0.671,4
4386.983,9.663,0.814,0.581,4
4523.988,9.716,0.845,0.707,4
4660.044,9.745,0.949,0.793,4
4794.971,9.68,0.793,0.835,4
4931.021,9.673,0.845,0.751,4
5066.997,9.709,0.743,0.811,4
5199.018,9.702,0.784,0.571,4
5333.993,9.674,0.836,0.55,4
5470.042,9.656,0.866,0.727,4
5605.993,9.733,0.946,0.748,4
5741.995,9.754,0.918,0.731,4
5876.972,9.669,0.81,0.631,4
6012.985,9.649,0.75,0.682,4
6148.983,9.791,0.798,0.746,4
6284.985,9.68,0.751,0.848,4
6425.967,9.724,0.97,0.692,4
6562.025,9.583,0.726,0.577,4
6697.98,9.811,0.744,0.745,4
6833.003,9.664,0.818,0.752,4
6968.991,9.699,0.792,0.647,4
7105.0,9.686,0.668,0.876,4
7240.986,9.708,0.828,0.782,4
7376.023,9.738,0.822,0.881,4
7512.0,9.745,0.855,0.881,4
7653.02,9.742,0.827,0.871,4
7789.009,9.671,0.759,0.786,4
7924.005,9.683,0.775,0.743,4
8059.997,9.752,0.922,0.882,4
8196.031,9.749,0.777,0.935,4
8331.997,9.741,0.837,0.793,4
8467.013,9.716,0.736,0.767,4
8603.003,9.718,0.758,0.914,4
8738.985,9.617,0.66,0.757,4
8879.019,9.659,0.738,0.799,4
9014.997,9.711,0.815,0.878,4
9150.978,9.692,0.793,0.858,4
9287.008,9.664,0.807,0.847,4
9421.981,9.721,0.845,0.945,4
9557.979,9.742,0.807,0.924,4
9693.988,9.782,0.802,0.86,4
9829.979,9.65,0.682,0.844,4
9964.966,9.718,0.738,0.932,4
10106.007,9.718,0.873,0.972,4
10241.993,9.661,0.809,0.986,4
10377.0,9.658,0.651,0.674,4
10512.979,9.742,0.7,0.901,4
10649.023,9.753,0.857,0.983,4
10784.991,9.639,0.699,0.906,4
10919.999,9.721,0.871,0.838,4
11055.985,9.702,0.893,0.832,4
11196.987,9.582,0.721,0.94,4
11332.982,9.739,0.971,0.994,4
2686.023,0.864,0.372,9.97,5
2822.051,0.838,0.333,9.791,5
2957.99,0.884,0.281,9.965,5
3092.97,0.903,0.371,9.877,5
3228.99,0.871,0.347,9.834,5
3364.997,0.873,0.262,9.916,5
3499.944,0.817,0.352,10.011,5
3636.005,0.935,0.406,9.908,5
3776.971,0.907,0.345,9.942,5
3913.024,0.903,0.325,9.939,5
4048.001,0.908,0.401,10.015,5
4184.02,0.932,0.311,9.876,5
4320.007,0.955,0.332,9.818,5
4456.007,0.918,0.278,9.879,5
4590.994,0.881,0.421,9.985,5
4726.994,0.926,0.332,9.917,5
4863.005,0.888,0.251,9.817,5
5003.972,0.902,0.343,9.861,5
5139.998,1.032,0.25,9.861,5
5275.957,0.929,0.229,9.938,5
5427.024,0.971,0.336,9.992,5
5563.003,0.95,0.222,9.723,5
5699.01,1.005,0.337,10.059,5
5833.998,0.883,0.311,9.966,5
5969.993,0.951,0.203,9.789,5
6105.994,0.99,0.279,9.871,5
6248.006,0.938,0.232,9.817,5
6382.98,1.025,0.326,9.869,5
6519.005,0.903,0.301,10.085,5
6654.992,0.921,0.263,9.841,5
6791.001,0.992,0.36,9.894,5
6926.027,1.012,0.387,9.948,5
7061.983,0.91,0.41,9.972,5
7198.001,0.938,0.259,9.929,5
7333.001,0.899,0.337,9.944,5
7474.981,0.988,0.41,9.879,5
7610.981,0.974,0.24,9.805,5
7747.002,0.982,0.321,9.787,5
7881.996,0.992,0.348,9.896,5
8017.977,0.946,0.186,9.861,5
8154.001,1.026,0.387,9.763,5
8289.985,1.058,0.296,9.804,5
8424.962,0.996,0.301,9.904,5
8560.963,0.952,0.292,9.907,5
8702.959,0.989,0.346,9.86,5
8838.001,0.96,0.239,9.817,5
8974.029,0.954,0.328,9.991,5
9109.989,0.863,0.241,9.834,5
9246.031,1.011,0.303,9.73,5
9381.024,1.0,0.317,9.781,5
9517.02,0.968,0.321,9.932,5
9652.947,1.022,0.311,9.825,5
9793.987,0.998,0.329,9.852,5
9930.028,0.987,0.401,9.88,5
10066.021,1.056,0.281,9.973,5
10201.975,0.958,0.282,9.69,5
10336.99,1.001,0.413,9.915,5
10472.991,0.97,0.3,9.859,5
10608.996,0.952,0.359,9.684,5
10745.036,0.983,0.356,10.086,5
10880.002,0.936,0.378,9.862,5
11022.024,0.944,0.315,9.657,5
11157.987,0.993,0.388,9.899,5
11292.985,0.976,0.318,9.92,5
11428.997,0.978,0.391,9.788,5
11564.979,0.951,0.319,9.854,5
11701.012,0.941,0.369,9.919,5
11836.001,0.905,0.408,9.815,5
11971.996,0.912,0.3,9.902,5
12108.009,0.931,0.486,9.861,5
12249.965,0.935,0.389,9.803,5
12384.988,0.926,0.376,9.935,5
12520.989,0.911,0.447,9.921,5
12656.99,0.982,0.451,9.847,5
12791.984,0.934,0.374,9.845,5
12928.028,0.915,0.395,9.873,5
13063.998,0.946,0.346,9.872,5
13200.011,0.961,0.386,9.829,5
13335.006,0.89,0.333,9.741,5
13476.987,0.918,0.399,9.866,5
13612.998,0.936,0.321,9.994,5
13748.993,0.889,0.377,9.858,5
13883.981,0.927,0.396,9.941,5
14020.018,0.965,0.354,9.83,5
14155.974,0.934,0.382,9.841,5
14291.037,1.0,0.393,9.852,5
14427.008,0.971,0.412,9.763,5
14569.014,0.949,0.451,9.776,5
14704.949,0.905,0.321,9.931,5
14840.002,0.969,0.461,9.82,5
14975.997,0.931,0.415,9.87,5
15111.996,1.038,0.376,10.091,5
15247.964,1.011,0.524,9.364,5
15382.994,0.84,0.454,9.815,5
15519.031,1.13,0.496,9.678,5
